Treatment	Cause	Edge Weight	Shared Publications
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 11: Gut-Respiratory Axis: Inflammatory Disorders and Immune Dysregulation in COPD Pathogenesis	0.00927643784786642	5
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 33: Gut Microbiota Dysbiosis and Intestinal Immune Homeostasis Disruption in COPD Pathogenesis	0.007389162561576354	3
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 22: Periodontal Disease as a Source of Systemic Inflammation and COPD Exacerbation	0.006329113924050633	1
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	0.005988023952095809	3
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 15: Sleep-Related Pathophysiology and Environmental Exposures in COPD Etiology and Progression	0.005859375	3
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 38: Liver Damage, Inflammation, and Fibrogenesis as Systemic Consequences in COPD Pathogenesis	0.0056022408963585435	2
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 34: Skin Barrier Dysfunction and Inflammation as Potential Contributors to COPD Etiology and Progression	0.004705882352941176	2
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 12: Viral-Induced Hypercoagulability and Inflammatory Pathways to COPD Exacerbation and Tissue Damage	0.004464285714285714	2
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 35: Cardiovascular and Metabolic Comorbidities as Modifiable Risk Factors for COPD Exacerbation	0.004310344827586207	2
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 13: Hyperglycemia-Induced Oxidative Stress and Inflammation in Diabetic COPD Comorbidity	0.0037735849056603774	1
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 1: TNF Inhibition and Modulation of COPD Inflammatory Profiles in Complex Comorbidities	0.0033444816053511705	1
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 39: Renal Dysfunction and Inflammation as Critical Modulators of COPD Pathogenesis and Exacerbation Risk	0.003115264797507788	1
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 32: Autoimmune and Autoinflammatory Conditions as Indicators of COPD Risk and Disease Progression	0.003003003003003003	2
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	0.0019550342130987292	2
COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 21: Neuroinflammatory Pathways in COPD: Intersection of Systemic Inflammation and Neurological Dysfunction	0.001447178002894356	1
