Treatment	Cause	Edge Weight	Shared Publications	PMIDs
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 26: Epigenetic and Inflammatory Regulation of Oxidative Stress and Nitric Oxide Production in COPD Pathogenesis	0.013761467889908258	9	33076328|36103957|32272395|36163616|36904204|38176622|39473023|38606579|32735924
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 10: Natural Bioactive Polyphenols and Flavonoids as Potential Therapeutic Agents in COPD Prevention	0.012552301255230125	6	32606597|40169826|34521024|39167171|35202909|39907839
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 17: Eicosanoid Dysregulation and Cox Inhibition: Unveiling the Complex Links between COPD and Cardiovascular, Gastrointestinal, and Metabolic Disorders	0.009202453987730062	3	40022874|32162076|39859241
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 20: Lipid Dysregulation and Inflammation in Atherosclerosis-Related COPD Etiology and Progression	0.008645533141210375	3	32047809|39404395|32819611
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 35: Cardiovascular and Metabolic Comorbidities as Modifiable Risk Factors for COPD Exacerbation	0.00646551724137931	3	39293976|37259756|33421042
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	0.006230529595015576	2	33259822|39333280
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 39: Renal Dysfunction and Inflammation as Critical Modulators of COPD Pathogenesis and Exacerbation Risk	0.006230529595015576	2	36416002|34411492
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	0.004201680672268907	2	39426657|36690886
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 28: Inflammatory Pathways Linking Osteoarthritis and COPD: Shared Mechanisms of Cartilage Destruction and Matrix Degradation	0.0038910505836575876	1	36250247
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 25: Wound Healing Dysregulation and Tissue Remodeling as Systemic Influencers of COPD Pathogenesis	0.003472222222222222	1	32719191
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 1: TNF Inhibition and Modulation of COPD Inflammatory Profiles in Complex Comorbidities	0.0033444816053511705	1	35122118
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 31: Cardiac Dysfunction and Inflammation: A Novel Link to COPD Pathogenesis and Comorbidity	0.002793296089385475	1	32902943
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	0.001996007984031936	1	39454221
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	0.0019550342130987292	2	36200927|33539438
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 32: Autoimmune and Autoinflammatory Conditions as Indicators of COPD Risk and Disease Progression	0.0015015015015015015	1	34161342
