Treatment	Cause	Edge Weight	Shared Publications	PMIDs
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 19: Adipose Tissue Inflammation and Metabolic Dysfunction in the Pathogenesis of COPD	0.01948051948051948	6	32432285|33203257|34781081|33347668|34245807|34890760
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	0.014705882352941176	7	39683718|33289390|35633197|39203783|35422893|36029207|40054326
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 35: Cardiovascular and Metabolic Comorbidities as Modifiable Risk Factors for COPD Exacerbation	0.010775862068965518	5	37848242|35142272|38744177|35819694|34444864
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 33: Gut Microbiota Dysbiosis and Intestinal Immune Homeostasis Disruption in COPD Pathogenesis	0.009852216748768473	4	36179933|37167729|37108412|38374797
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 31: Cardiac Dysfunction and Inflammation: A Novel Link to COPD Pathogenesis and Comorbidity	0.008379888268156424	3	34076830|34001724|32145307
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 37: Acute Lung Injury and Inflammatory Dysregulation as Precursors to COPD Progression and Exacerbation	0.0076726342710997444	3	37801894|33758353|33628372
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	0.007132667617689016	5	39742728|31972087|38801842|33922475|32713799
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 32: Autoimmune and Autoinflammatory Conditions as Indicators of COPD Risk and Disease Progression	0.006006006006006006	4	37014525|38620045|39348380|40273673
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 20: Lipid Dysregulation and Inflammation in Atherosclerosis-Related COPD Etiology and Progression	0.005763688760806916	2	39766330|36119027
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 38: Liver Damage, Inflammation, and Fibrogenesis as Systemic Consequences in COPD Pathogenesis	0.0056022408963585435	2	33801706|37487550
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 25: Wound Healing Dysregulation and Tissue Remodeling as Systemic Influencers of COPD Pathogenesis	0.003472222222222222	1	38839736
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 39: Renal Dysfunction and Inflammation as Critical Modulators of COPD Pathogenesis and Exacerbation Risk	0.003115264797507788	1	32115238
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	0.0024813895781637717	1	39140520
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 34: Skin Barrier Dysfunction and Inflammation as Potential Contributors to COPD Etiology and Progression	0.002352941176470588	1	32122212
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 11: Gut-Respiratory Axis: Inflammatory Disorders and Immune Dysregulation in COPD Pathogenesis	0.0018552875695732839	1	39809125
COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	0.0009775171065493646	1	36775074
