Treatment	Cause	Edge Weight	Shared Publications	PMIDs
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 18: Unraveling the Molecular Interplay of β Adrenoceptors, Gasotransmitters, and Sulfonation in COPD Pathogenesis	0.015904572564612324	8	32559624|34836862|34445519|36227500|34840263|32956645|32531677|34740211
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 37: Acute Lung Injury and Inflammatory Dysregulation as Precursors to COPD Progression and Exacerbation	0.015345268542199489	6	33025833|32855420|36071631|39266309|32561290|32569593
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 10: Natural Bioactive Polyphenols and Flavonoids as Potential Therapeutic Agents in COPD Prevention	0.014644351464435146	7	39442783|37865383|37921163|38729253|36678254|37570643|33182831
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	0.012605042016806723	6	38216693|39964162|40134442|39023749|33180821|36724021
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 39: Renal Dysfunction and Inflammation as Critical Modulators of COPD Pathogenesis and Exacerbation Risk	0.012461059190031152	4	36296948|35364243|34661261|34843581
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 14: Psychological Stress and Neuroinflammatory Pathways in COPD Exacerbation and Progression	0.011049723756906077	2	35251026|39115721
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 35: Cardiovascular and Metabolic Comorbidities as Modifiable Risk Factors for COPD Exacerbation	0.010775862068965518	5	32019237|39023299|39313275|39402901|37239823
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	0.007984031936127744	4	31956132|36849413|39368340|39891950
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 26: Epigenetic and Inflammatory Regulation of Oxidative Stress and Nitric Oxide Production in COPD Pathogenesis	0.00764525993883792	5	32669659|32521457|34454927|33862495|37049512
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	0.007444168734491315	3	37169504|34343257|38686879
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 22: Periodontal Disease as a Source of Systemic Inflammation and COPD Exacerbation	0.006329113924050633	1	36410825
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 2: Interplay between Occupational Hazards and Respiratory Mechanics in COPD Pathophysiology	0.005361930294906166	2	34576212|37331291
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 33: Gut Microbiota Dysbiosis and Intestinal Immune Homeostasis Disruption in COPD Pathogenesis	0.0049261083743842365	2	34264978|39377990
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 34: Skin Barrier Dysfunction and Inflammation as Potential Contributors to COPD Etiology and Progression	0.004705882352941176	2	38745849|31902918
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 3: Environmental and Inflammatory Modulators of Acute COPD Exacerbation Risk and Severity	0.004415011037527594	2	33746575|38750572
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	0.003115264797507788	1	32278692
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 21: Neuroinflammatory Pathways in COPD: Intersection of Systemic Inflammation and Neurological Dysfunction	0.002894356005788712	2	40128654|39033421
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 38: Liver Damage, Inflammation, and Fibrogenesis as Systemic Consequences in COPD Pathogenesis	0.0028011204481792717	1	38519732
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 12: Viral-Induced Hypercoagulability and Inflammatory Pathways to COPD Exacerbation and Tissue Damage	0.002232142857142857	1	33958774
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	0.0019550342130987292	2	40073766|35114313
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 32: Autoimmune and Autoinflammatory Conditions as Indicators of COPD Risk and Disease Progression	0.0015015015015015015	1	33579813
COPD Treatment Cluster 25: Cardioprotective Strategies in COPD: Targeting Atherosclerosis and Cardiometabolic Disease	COPD Cause Cluster 29: Racial and Socioeconomic Disparities in Ambient Air Pollution and COPD Burden	0.0011547344110854503	1	38575301
