Treatment	Cause	Edge Weight	Shared Publications	PMIDs
COPD Treatment Cluster 8: Targeting Psoriasis-Related Pathways for Inflammatory Control in COPD	COPD Cause Cluster 17: Eicosanoid Dysregulation and Cox Inhibition: Unveiling the Complex Links between COPD and Cardiovascular, Gastrointestinal, and Metabolic Disorders	0.012269938650306749	4	32112739|32416088|34360541|35956984
COPD Treatment Cluster 8: Targeting Psoriasis-Related Pathways for Inflammatory Control in COPD	COPD Cause Cluster 32: Autoimmune and Autoinflammatory Conditions as Indicators of COPD Risk and Disease Progression	0.012012012012012012	8	35401555|33399257|32022617|38130204|33509877|33026776|33922418|39279530
COPD Treatment Cluster 8: Targeting Psoriasis-Related Pathways for Inflammatory Control in COPD	COPD Cause Cluster 35: Cardiovascular and Metabolic Comorbidities as Modifiable Risk Factors for COPD Exacerbation	0.008620689655172414	4	33835002|38861857|38211805|32134172
COPD Treatment Cluster 8: Targeting Psoriasis-Related Pathways for Inflammatory Control in COPD	COPD Cause Cluster 23: Hormetic Regulation of Oxidative Stress and Inflammatory Pathways in COPD and Related Ischemic Diseases	0.00782472613458529	5	33335525|35163855|36174879|33503925|39735326
COPD Treatment Cluster 8: Targeting Psoriasis-Related Pathways for Inflammatory Control in COPD	COPD Cause Cluster 1: TNF Inhibition and Modulation of COPD Inflammatory Profiles in Complex Comorbidities	0.006688963210702341	2	35090950|37240048
COPD Treatment Cluster 8: Targeting Psoriasis-Related Pathways for Inflammatory Control in COPD	COPD Cause Cluster 27: Neuroinflammatory Pathways in COPD Development: Shared Mechanisms with Neurodegenerative Conditions	0.00663716814159292	3	38901246|35168697|39467349
COPD Treatment Cluster 8: Targeting Psoriasis-Related Pathways for Inflammatory Control in COPD	COPD Cause Cluster 4: NLRP3 Inflammasome-Mediated Inflammatory Dysregulation in COPD Pathogenesis and Therapeutic Targets	0.005376344086021506	1	40010158
COPD Treatment Cluster 8: Targeting Psoriasis-Related Pathways for Inflammatory Control in COPD	COPD Cause Cluster 20: Lipid Dysregulation and Inflammation in Atherosclerosis-Related COPD Etiology and Progression	0.002881844380403458	1	39170613
COPD Treatment Cluster 8: Targeting Psoriasis-Related Pathways for Inflammatory Control in COPD	COPD Cause Cluster 37: Acute Lung Injury and Inflammatory Dysregulation as Precursors to COPD Progression and Exacerbation	0.0025575447570332483	1	40187888
COPD Treatment Cluster 8: Targeting Psoriasis-Related Pathways for Inflammatory Control in COPD	COPD Cause Cluster 12: Viral-Induced Hypercoagulability and Inflammatory Pathways to COPD Exacerbation and Tissue Damage	0.002232142857142857	1	33465050
