Treatment	Cause	Edge Weight	Shared Publications	PMIDs
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 23: Hormetic Regulation of Oxidative Stress and Inflammatory Pathways in COPD and Related Ischemic Diseases	0.014084507042253521	9	34225014|39556932|35509841|35651727|38643951|39001681|34139206|34052411|38203542
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 26: Epigenetic and Inflammatory Regulation of Oxidative Stress and Nitric Oxide Production in COPD Pathogenesis	0.012232415902140673	8	37866489|37656356|38450275|34127514|35181901|33307860|39742548|33662805
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 37: Acute Lung Injury and Inflammatory Dysregulation as Precursors to COPD Progression and Exacerbation	0.010230179028132993	4	31931368|35752760|34299169|37330013
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	0.008403361344537815	4	39137633|36037882|32070175|32814824
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 18: Unraveling the Molecular Interplay of β Adrenoceptors, Gasotransmitters, and Sulfonation in COPD Pathogenesis	0.007952286282306162	4	37917094|33043047|35737832|35124452
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 17: Eicosanoid Dysregulation and Cox Inhibition: Unveiling the Complex Links between COPD and Cardiovascular, Gastrointestinal, and Metabolic Disorders	0.006134969325153374	2	38791399|37074668
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 31: Cardiac Dysfunction and Inflammation: A Novel Link to COPD Pathogenesis and Comorbidity	0.00558659217877095	2	34445305|32108526
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 4: NLRP3 Inflammasome-Mediated Inflammatory Dysregulation in COPD Pathogenesis and Therapeutic Targets	0.005376344086021506	1	34299226
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 2: Interplay between Occupational Hazards and Respiratory Mechanics in COPD Pathophysiology	0.005361930294906166	2	37526463|38399533
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 35: Cardiovascular and Metabolic Comorbidities as Modifiable Risk Factors for COPD Exacerbation	0.004310344827586207	2	38553716|39587155
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 10: Natural Bioactive Polyphenols and Flavonoids as Potential Therapeutic Agents in COPD Prevention	0.0041841004184100415	2	33709449|34724364
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 25: Wound Healing Dysregulation and Tissue Remodeling as Systemic Influencers of COPD Pathogenesis	0.003472222222222222	1	34493193
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 39: Renal Dysfunction and Inflammation as Critical Modulators of COPD Pathogenesis and Exacerbation Risk	0.003115264797507788	1	36966182
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 20: Lipid Dysregulation and Inflammation in Atherosclerosis-Related COPD Etiology and Progression	0.002881844380403458	1	35504356
COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 33: Gut Microbiota Dysbiosis and Intestinal Immune Homeostasis Disruption in COPD Pathogenesis	0.0024630541871921183	1	34069415
