Treatment	Cause	Edge Weight	Shared Publications	PMIDs
COPD Treatment Cluster 36: Novel Hydrogel-Based Therapies for Enhancing Wound Repair in COPD Patients	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	0.008403361344537815	4	38583241|40098544|36780113|36166656
COPD Treatment Cluster 36: Novel Hydrogel-Based Therapies for Enhancing Wound Repair in COPD Patients	COPD Cause Cluster 28: Inflammatory Pathways Linking Osteoarthritis and COPD: Shared Mechanisms of Cartilage Destruction and Matrix Degradation	0.007782101167315175	2	32466461|33545860
COPD Treatment Cluster 36: Novel Hydrogel-Based Therapies for Enhancing Wound Repair in COPD Patients	COPD Cause Cluster 33: Gut Microbiota Dysbiosis and Intestinal Immune Homeostasis Disruption in COPD Pathogenesis	0.007389162561576354	3	38641070|35549900|39180841
COPD Treatment Cluster 36: Novel Hydrogel-Based Therapies for Enhancing Wound Repair in COPD Patients	COPD Cause Cluster 32: Autoimmune and Autoinflammatory Conditions as Indicators of COPD Risk and Disease Progression	0.006006006006006006	4	36070420|32320358|39233178|37196724
COPD Treatment Cluster 36: Novel Hydrogel-Based Therapies for Enhancing Wound Repair in COPD Patients	COPD Cause Cluster 4: NLRP3 Inflammasome-Mediated Inflammatory Dysregulation in COPD Pathogenesis and Therapeutic Targets	0.005376344086021506	1	34082873
COPD Treatment Cluster 36: Novel Hydrogel-Based Therapies for Enhancing Wound Repair in COPD Patients	COPD Cause Cluster 21: Neuroinflammatory Pathways in COPD: Intersection of Systemic Inflammation and Neurological Dysfunction	0.004341534008683068	3	36652529|39389366|38018305
COPD Treatment Cluster 36: Novel Hydrogel-Based Therapies for Enhancing Wound Repair in COPD Patients	COPD Cause Cluster 35: Cardiovascular and Metabolic Comorbidities as Modifiable Risk Factors for COPD Exacerbation	0.004310344827586207	2	38671385|36868031
COPD Treatment Cluster 36: Novel Hydrogel-Based Therapies for Enhancing Wound Repair in COPD Patients	COPD Cause Cluster 17: Eicosanoid Dysregulation and Cox Inhibition: Unveiling the Complex Links between COPD and Cardiovascular, Gastrointestinal, and Metabolic Disorders	0.003067484662576687	1	35796692
COPD Treatment Cluster 36: Novel Hydrogel-Based Therapies for Enhancing Wound Repair in COPD Patients	COPD Cause Cluster 20: Lipid Dysregulation and Inflammation in Atherosclerosis-Related COPD Etiology and Progression	0.002881844380403458	1	34492283
COPD Treatment Cluster 36: Novel Hydrogel-Based Therapies for Enhancing Wound Repair in COPD Patients	COPD Cause Cluster 30: Modulating Bronchial Inflammation in Cystic Fibrosis-Related COPD: Environmental, Genetic, and Therapeutic Interactions	0.001949317738791423	1	32039129
