Treatment	Cause	Edge Weight	Shared Publications	PMIDs
COPD Treatment Cluster 29: Renal Protective Therapies in COPD: Targeting Inflammatory Pathways for Kidney Preservation	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	0.007132667617689016	5	32528023|39684678|32785828|34162164|39653614
COPD Treatment Cluster 29: Renal Protective Therapies in COPD: Targeting Inflammatory Pathways for Kidney Preservation	COPD Cause Cluster 25: Wound Healing Dysregulation and Tissue Remodeling as Systemic Influencers of COPD Pathogenesis	0.006944444444444444	2	36114355|35682717
COPD Treatment Cluster 29: Renal Protective Therapies in COPD: Targeting Inflammatory Pathways for Kidney Preservation	COPD Cause Cluster 22: Periodontal Disease as a Source of Systemic Inflammation and COPD Exacerbation	0.006329113924050633	1	35162688
COPD Treatment Cluster 29: Renal Protective Therapies in COPD: Targeting Inflammatory Pathways for Kidney Preservation	COPD Cause Cluster 10: Natural Bioactive Polyphenols and Flavonoids as Potential Therapeutic Agents in COPD Prevention	0.006276150627615063	3	40285980|40121771|35929489
COPD Treatment Cluster 29: Renal Protective Therapies in COPD: Targeting Inflammatory Pathways for Kidney Preservation	COPD Cause Cluster 17: Eicosanoid Dysregulation and Cox Inhibition: Unveiling the Complex Links between COPD and Cardiovascular, Gastrointestinal, and Metabolic Disorders	0.006134969325153374	2	32220568|32909857
COPD Treatment Cluster 29: Renal Protective Therapies in COPD: Targeting Inflammatory Pathways for Kidney Preservation	COPD Cause Cluster 35: Cardiovascular and Metabolic Comorbidities as Modifiable Risk Factors for COPD Exacerbation	0.004310344827586207	2	38647648|33120237
COPD Treatment Cluster 29: Renal Protective Therapies in COPD: Targeting Inflammatory Pathways for Kidney Preservation	COPD Cause Cluster 19: Adipose Tissue Inflammation and Metabolic Dysfunction in the Pathogenesis of COPD	0.003246753246753247	1	34601191
COPD Treatment Cluster 29: Renal Protective Therapies in COPD: Targeting Inflammatory Pathways for Kidney Preservation	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	0.003115264797507788	1	39823876
COPD Treatment Cluster 29: Renal Protective Therapies in COPD: Targeting Inflammatory Pathways for Kidney Preservation	COPD Cause Cluster 20: Lipid Dysregulation and Inflammation in Atherosclerosis-Related COPD Etiology and Progression	0.002881844380403458	1	35980507
COPD Treatment Cluster 29: Renal Protective Therapies in COPD: Targeting Inflammatory Pathways for Kidney Preservation	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	0.001996007984031936	1	40253768
COPD Treatment Cluster 29: Renal Protective Therapies in COPD: Targeting Inflammatory Pathways for Kidney Preservation	COPD Cause Cluster 32: Autoimmune and Autoinflammatory Conditions as Indicators of COPD Risk and Disease Progression	0.0015015015015015015	1	40069669
COPD Treatment Cluster 29: Renal Protective Therapies in COPD: Targeting Inflammatory Pathways for Kidney Preservation	COPD Cause Cluster 29: Racial and Socioeconomic Disparities in Ambient Air Pollution and COPD Burden	0.0011547344110854503	1	37916289
