Treatment	Cause	Edge Weight	Shared Publications
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 35: Cardiovascular and Metabolic Comorbidities as Modifiable Risk Factors for COPD Exacerbation	0.040948275862068964	19
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 26: Epigenetic and Inflammatory Regulation of Oxidative Stress and Nitric Oxide Production in COPD Pathogenesis	0.0382262996941896	25
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 18: Unraveling the Molecular Interplay of β Adrenoceptors, Gasotransmitters, and Sulfonation in COPD Pathogenesis	0.03777335984095427	19
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 4: NLRP3 Inflammasome-Mediated Inflammatory Dysregulation in COPD Pathogenesis and Therapeutic Targets	0.03225806451612903	6
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 27: Neuroinflammatory Pathways in COPD Development: Shared Mechanisms with Neurodegenerative Conditions	0.028761061946902654	13
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 39: Renal Dysfunction and Inflammation as Critical Modulators of COPD Pathogenesis and Exacerbation Risk	0.028037383177570093	9
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	0.025677603423680456	18
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 37: Acute Lung Injury and Inflammatory Dysregulation as Precursors to COPD Progression and Exacerbation	0.023017902813299233	9
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 14: Psychological Stress and Neuroinflammatory Pathways in COPD Exacerbation and Progression	0.022099447513812154	4
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 11: Gut-Respiratory Axis: Inflammatory Disorders and Immune Dysregulation in COPD Pathogenesis	0.01855287569573284	10
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 17: Eicosanoid Dysregulation and Cox Inhibition: Unveiling the Complex Links between COPD and Cardiovascular, Gastrointestinal, and Metabolic Disorders	0.018404907975460124	6
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 38: Liver Damage, Inflammation, and Fibrogenesis as Systemic Consequences in COPD Pathogenesis	0.01680672268907563	6
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	0.01557632398753894	5
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 31: Cardiac Dysfunction and Inflammation: A Novel Link to COPD Pathogenesis and Comorbidity	0.013966480446927373	5
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 30: Modulating Bronchial Inflammation in Cystic Fibrosis-Related COPD: Environmental, Genetic, and Therapeutic Interactions	0.01364522417153996	7
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 21: Neuroinflammatory Pathways in COPD: Intersection of Systemic Inflammation and Neurological Dysfunction	0.013024602026049204	9
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 28: Inflammatory Pathways Linking Osteoarthritis and COPD: Shared Mechanisms of Cartilage Destruction and Matrix Degradation	0.011673151750972763	3
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 12: Viral-Induced Hypercoagulability and Inflammatory Pathways to COPD Exacerbation and Tissue Damage	0.011160714285714286	5
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 32: Autoimmune and Autoinflammatory Conditions as Indicators of COPD Risk and Disease Progression	0.010510510510510511	7
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	0.007820136852394917	8
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	0.007444168734491315	3
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 34: Skin Barrier Dysfunction and Inflammation as Potential Contributors to COPD Etiology and Progression	0.004705882352941176	2
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	0.003992015968063872	2
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 24: Respiratory-Gut Axis Dysbiosis and Cross-Kingdom Interactions in COPD Microbiome Complexity	0.0035714285714285713	1
COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 29: Racial and Socioeconomic Disparities in Ambient Air Pollution and COPD Burden	0.003464203233256351	3
