Treatment	Cause	Edge Weight	Shared Publications	PMIDs
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 13: Hyperglycemia-Induced Oxidative Stress and Inflammation in Diabetic COPD Comorbidity	0.007547169811320755	2	38791227|32447102
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 35: Cardiovascular and Metabolic Comorbidities as Modifiable Risk Factors for COPD Exacerbation	0.00646551724137931	3	34994339|32324352|34602859
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 22: Periodontal Disease as a Source of Systemic Inflammation and COPD Exacerbation	0.006329113924050633	1	33177276
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	0.005780346820809248	3	32554251|37690001|34455301
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 20: Lipid Dysregulation and Inflammation in Atherosclerosis-Related COPD Etiology and Progression	0.005763688760806916	2	34275096|34205487
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 31: Cardiac Dysfunction and Inflammation: A Novel Link to COPD Pathogenesis and Comorbidity	0.00558659217877095	2	32687949|37775018
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 14: Psychological Stress and Neuroinflammatory Pathways in COPD Exacerbation and Progression	0.0055248618784530384	1	33992179
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 2: Interplay between Occupational Hazards and Respiratory Mechanics in COPD Pathophysiology	0.005361930294906166	2	32798764|33403775
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 26: Epigenetic and Inflammatory Regulation of Oxidative Stress and Nitric Oxide Production in COPD Pathogenesis	0.0045871559633027525	3	40012185|33629254|34131411
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 24: Respiratory-Gut Axis Dysbiosis and Cross-Kingdom Interactions in COPD Microbiome Complexity	0.0035714285714285713	1	33845194
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 19: Adipose Tissue Inflammation and Metabolic Dysfunction in the Pathogenesis of COPD	0.003246753246753247	1	32875990
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	0.003115264797507788	1	39312097
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 17: Eicosanoid Dysregulation and Cox Inhibition: Unveiling the Complex Links between COPD and Cardiovascular, Gastrointestinal, and Metabolic Disorders	0.003067484662576687	1	34822026
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 32: Autoimmune and Autoinflammatory Conditions as Indicators of COPD Risk and Disease Progression	0.003003003003003003	2	34118375|32451597
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	0.002932551319648094	3	35549656|40122903|38073221
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	0.0024813895781637717	1	33301441
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 27: Neuroinflammatory Pathways in COPD Development: Shared Mechanisms with Neurodegenerative Conditions	0.0022123893805309734	1	33459706
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 3: Environmental and Inflammatory Modulators of Acute COPD Exacerbation Risk and Severity	0.002207505518763797	1	33764237
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 21: Neuroinflammatory Pathways in COPD: Intersection of Systemic Inflammation and Neurological Dysfunction	0.001447178002894356	1	33636368
COPD Treatment Cluster 38: Multifaceted Antiviral and Immunomodulatory Strategies for COVID-19 in COPD Patients	COPD Cause Cluster 29: Racial and Socioeconomic Disparities in Ambient Air Pollution and COPD Burden	0.0011547344110854503	1	36086989
