Treatment	Cause	Edge Weight	Shared Publications	PMIDs
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 33: Gut Microbiota Dysbiosis and Intestinal Immune Homeostasis Disruption in COPD Pathogenesis	0.007389162561576354	3	33418307|35653548|36049217
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 1: TNF Inhibition and Modulation of COPD Inflammatory Profiles in Complex Comorbidities	0.006688963210702341	2	34377596|32162820
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 34: Skin Barrier Dysfunction and Inflammation as Potential Contributors to COPD Etiology and Progression	0.004705882352941176	2	39121669|32569596
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 10: Natural Bioactive Polyphenols and Flavonoids as Potential Therapeutic Agents in COPD Prevention	0.0041841004184100415	2	32847114|32112902
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 18: Unraveling the Molecular Interplay of β Adrenoceptors, Gasotransmitters, and Sulfonation in COPD Pathogenesis	0.003976143141153081	2	35163433|32829183
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 13: Hyperglycemia-Induced Oxidative Stress and Inflammation in Diabetic COPD Comorbidity	0.0037735849056603774	1	39746785
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 25: Wound Healing Dysregulation and Tissue Remodeling as Systemic Influencers of COPD Pathogenesis	0.003472222222222222	1	38309757
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 19: Adipose Tissue Inflammation and Metabolic Dysfunction in the Pathogenesis of COPD	0.003246753246753247	1	38748333
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 39: Renal Dysfunction and Inflammation as Critical Modulators of COPD Pathogenesis and Exacerbation Risk	0.003115264797507788	1	38029870
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 32: Autoimmune and Autoinflammatory Conditions as Indicators of COPD Risk and Disease Progression	0.003003003003003003	2	36696998|37119510
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 21: Neuroinflammatory Pathways in COPD: Intersection of Systemic Inflammation and Neurological Dysfunction	0.002894356005788712	2	37038607|33837224
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 37: Acute Lung Injury and Inflammatory Dysregulation as Precursors to COPD Progression and Exacerbation	0.0025575447570332483	1	31950341
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	0.001996007984031936	1	32658799
COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	0.0019550342130987292	2	31967089|36769181
