Treatment	Cause	Edge Weight	Shared Publications
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	0.006230529595015576	2
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 39: Renal Dysfunction and Inflammation as Critical Modulators of COPD Pathogenesis and Exacerbation Risk	0.006230529595015576	2
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	0.004201680672268907	2
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 28: Inflammatory Pathways Linking Osteoarthritis and COPD: Shared Mechanisms of Cartilage Destruction and Matrix Degradation	0.0038910505836575876	1
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 25: Wound Healing Dysregulation and Tissue Remodeling as Systemic Influencers of COPD Pathogenesis	0.003472222222222222	1
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 1: TNF Inhibition and Modulation of COPD Inflammatory Profiles in Complex Comorbidities	0.0033444816053511705	1
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 31: Cardiac Dysfunction and Inflammation: A Novel Link to COPD Pathogenesis and Comorbidity	0.002793296089385475	1
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	0.001996007984031936	1
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	0.0019550342130987292	2
COPD Treatment Cluster 20: Hepatoprotective Strategies and Immunomodulatory Therapies for Inflammatory Liver Damage and COPD	COPD Cause Cluster 32: Autoimmune and Autoinflammatory Conditions as Indicators of COPD Risk and Disease Progression	0.0015015015015015015	1
