Treatment	Cause	Edge Weight	Shared Publications	PMIDs
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 22: Periodontal Disease as a Source of Systemic Inflammation and COPD Exacerbation	0.006329113924050633	1	32818660
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 21: Neuroinflammatory Pathways in COPD: Intersection of Systemic Inflammation and Neurological Dysfunction	0.005788712011577424	4	33619645|39903567|32804335|39284279
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 38: Liver Damage, Inflammation, and Fibrogenesis as Systemic Consequences in COPD Pathogenesis	0.0056022408963585435	2	36870283|35670337
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 2: Interplay between Occupational Hazards and Respiratory Mechanics in COPD Pathophysiology	0.005361930294906166	2	38430636|32386476
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	0.0042796005706134095	3	38335894|33932698|36227963
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	0.0038535645472061657	2	32384350|37587271
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 1: TNF Inhibition and Modulation of COPD Inflammatory Profiles in Complex Comorbidities	0.0033444816053511705	1	36614097
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 23: Hormetic Regulation of Oxidative Stress and Inflammatory Pathways in COPD and Related Ischemic Diseases	0.003129890453834116	2	38554819|34279369
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 39: Renal Dysfunction and Inflammation as Critical Modulators of COPD Pathogenesis and Exacerbation Risk	0.003115264797507788	1	35045924
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	0.0024813895781637717	1	34623946
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 12: Viral-Induced Hypercoagulability and Inflammatory Pathways to COPD Exacerbation and Tissue Damage	0.002232142857142857	1	35948250
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 15: Sleep-Related Pathophysiology and Environmental Exposures in COPD Etiology and Progression	0.001953125	1	33611087
COPD Treatment Cluster 26: Multimodal Analgesic Strategies for Pain Management in Surgical and COPD-Related Conditions	COPD Cause Cluster 11: Gut-Respiratory Axis: Inflammatory Disorders and Immune Dysregulation in COPD Pathogenesis	0.0018552875695732839	1	32645334
