arxiv_id	title	date	categories	primary_category	url	pop_rel	nn_sim	judged	novelty	fused	needle
2608.05491	A Quantum Circuit Framework for Protein Ensemble-Level Energetics	2026-08-06	cs.ET;q-bio.BM;q-bio.MN	q-bio.BM	https://arxiv.org/abs/2608.05491			False			False
2608.05635	Transcutaneous Spinal Cord Stimulation Disrupts Conscious Ankle Proprioception and Produces a More Constrained Locomotor Pattern in Unimpaired Adults	2026-08-06	cs.RO;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05635			False			False
2608.05658	Two base rates, two weights: base-rate neglect has a second axis	2026-08-06	q-bio.NC;stat.AP;stat.ME	q-bio.NC	https://arxiv.org/abs/2608.05658			False			False
2608.05697	A Low-Power Wearable Respiratory Sensor for Non-Invasive Stress Monitoring	2026-08-06	cs.LG;eess.SP;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.05697			False			False
2608.05733	Multiparametric MRI Radiomics and Machine Learning Framework for Predicting Treatment Response in Glioblastoma	2026-08-06	q-bio.QM;stat.ME	q-bio.QM	https://arxiv.org/abs/2608.05733			False			False
2608.05777	Curriculum Multiple Shooting for Robust Training of Neural and Universal Differential Equations	2026-08-06	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.05777			False			False
2608.05882	Complexity and Stability of Neural Activity Across Aging and Neurodegenerative Disease	2026-08-06	q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05882			False			False
2608.05982	THBKG: A Temporal Biomedical Knowledge Graph for Decision-Aligned Clinical Advancement Prediction	2026-08-06	cs.LG;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.05982			False			False
2608.05985	Convergent Evolution in Algorithmic Space	2026-08-06	q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05985			False			False
2608.05996	Convergent Evolution in Neural Representation Space: Emergent Order in Deep Belief Networks	2026-08-06	cs.NE;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05996			False			False
2608.06022	EpiBench: Can LLMs Understand Epitopes for Antibody Drug Discovery?	2026-08-06	cs.CL;q-bio.GN	q-bio.GN	https://arxiv.org/abs/2608.06022			False			False
2608.06147	Simple evolution drives direct reciprocity to maximum payoff in social dilemmas	2026-08-06	q-bio.PE	q-bio.PE	https://arxiv.org/abs/2608.06147			False			False
2608.06149	Errorless Irrationality: A unified computational account of the inverse base-rate effect across predictive, observational, and unsupervised procedures	2026-08-06	q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.06149			False			False
2608.06360	PyOMES: an open-source framework for biochemical process modelling	2026-08-06	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.06360			False			False
2608.05481	From Local Learning to Global Prediction Through Layered Surprise Cascades	2026-08-06	q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05481			False			False
2608.05491	A Quantum Circuit Framework for Protein Ensemble-Level Energetics	2026-08-06	cs.ET;q-bio.BM;q-bio.MN	q-bio.BM	https://arxiv.org/abs/2608.05491			False			False
2608.05635	Transcutaneous Spinal Cord Stimulation Disrupts Conscious Ankle Proprioception and Produces a More Constrained Locomotor Pattern in Unimpaired Adults	2026-08-06	cs.RO;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05635			False			False
2608.05658	Two base rates, two weights: base-rate neglect has a second axis	2026-08-06	q-bio.NC;stat.AP;stat.ME	q-bio.NC	https://arxiv.org/abs/2608.05658			False			False
2608.05697	A Low-Power Wearable Respiratory Sensor for Non-Invasive Stress Monitoring	2026-08-06	cs.LG;eess.SP;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.05697			False			False
2608.05733	Multiparametric MRI Radiomics and Machine Learning Framework for Predicting Treatment Response in Glioblastoma	2026-08-06	q-bio.QM;stat.ME	q-bio.QM	https://arxiv.org/abs/2608.05733			False			False
2608.05777	Curriculum Multiple Shooting for Robust Training of Neural and Universal Differential Equations	2026-08-06	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.05777			False			False
2608.05882	Complexity and Stability of Neural Activity Across Aging and Neurodegenerative Disease	2026-08-06	q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05882			False			False
2608.05982	THBKG: A Temporal Biomedical Knowledge Graph for Decision-Aligned Clinical Advancement Prediction	2026-08-06	cs.LG;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.05982			False			False
2608.05985	Convergent Evolution in Algorithmic Space	2026-08-06	q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05985			False			False
2608.05996	Convergent Evolution in Neural Representation Space: Emergent Order in Deep Belief Networks	2026-08-06	cs.NE;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05996			False			False
2608.06022	EpiBench: Can LLMs Understand Epitopes for Antibody Drug Discovery?	2026-08-06	cs.CL;q-bio.GN	q-bio.GN	https://arxiv.org/abs/2608.06022			False			False
2608.06147	Simple evolution drives direct reciprocity to maximum payoff in social dilemmas	2026-08-06	q-bio.PE	q-bio.PE	https://arxiv.org/abs/2608.06147			False			False
2608.06149	Errorless Irrationality: A unified computational account of the inverse base-rate effect across predictive, observational, and unsupervised procedures	2026-08-06	q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.06149			False			False
2608.06360	PyOMES: an open-source framework for biochemical process modelling	2026-08-06	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.06360			False			False
2608.05777	Curriculum Multiple Shooting for Robust Training of Neural and Universal Differential Equations	2026-08-06	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.05777			False			False
2608.06502	Vertex cover number of valued constraints is a structural parameter for efficient local search	2026-08-06	cs.DM;cs.DS;q-bio.PE	q-bio.PE	https://arxiv.org/abs/2608.06502			False			False
2608.06552	Replacers and their evolutionary stability in the Moran process on graphs	2026-08-06	q-bio.PE	q-bio.PE	https://arxiv.org/abs/2608.06552			False			False
2608.06624	An Entropy-based Coefficient of Determination with Adjustment of Optimization Bias	2026-08-06	cs.IT;math.IT;q-bio.GN;stat.ME	q-bio.GN	https://arxiv.org/abs/2608.06624			False			False
2608.05777	Curriculum Multiple Shooting for Robust Training of Neural and Universal Differential Equations	2026-08-06	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.05777			False			False
2608.06502	Vertex cover number of valued constraints is a structural parameter for efficient local search	2026-08-06	cs.DM;cs.DS;q-bio.PE	q-bio.PE	https://arxiv.org/abs/2608.06502			False			False
2608.06552	Replacers and their evolutionary stability in the Moran process on graphs	2026-08-06	q-bio.PE	q-bio.PE	https://arxiv.org/abs/2608.06552			False			False
2608.06624	An Entropy-based Coefficient of Determination with Adjustment of Optimization Bias	2026-08-06	cs.IT;math.IT;q-bio.GN;stat.ME	q-bio.GN	https://arxiv.org/abs/2608.06624			False			False
2608.07609	Hit Selection Using SSMD-Based Machine Learning Performance Metrics in High-Throughput Screening Assays	2026-08-06	cs.AI;q-bio.QM;stat.AP;stat.ML	q-bio.QM	https://arxiv.org/abs/2608.07609			False			False
2608.07610	Exploiting chemical shift variability enables recovery of overlapping metabolites from 1H nuclear magnetic resonance spectra	2026-08-06	cs.LG;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.07610			False			False
2608.04594	Traveling fronts in a spatial epidemic model with slow loss of immunity	2026-08-05	math.AP;math.DS;q-bio.PE	q-bio.PE	https://arxiv.org/abs/2608.04594			False			False
2608.04616	An entropic explanation of insistence on sameness in autism	2026-08-05	cs.LG;q-bio.NC;stat.ML	q-bio.NC	https://arxiv.org/abs/2608.04616			False			False
2608.04635	On the realizability of abstract reaction networks with real molecules and reactions	2026-08-05	q-bio.MN	q-bio.MN	https://arxiv.org/abs/2608.04635			False			False
2608.04770	Poisson Flow and Wasserstein Registration of Trees	2026-08-05	q-bio.TO	q-bio.TO	https://arxiv.org/abs/2608.04770			False			False
2608.04959	Parameter identification for predator-prey system with sparse data	2026-08-05	q-bio.PE;q-bio.QM;stat.ME	q-bio.PE	https://arxiv.org/abs/2608.04959			False			False
2608.04594	Traveling fronts in a spatial epidemic model with slow loss of immunity	2026-08-05	math.AP;math.DS;q-bio.PE	q-bio.PE	https://arxiv.org/abs/2608.04594			False			False
2608.04616	An entropic explanation of insistence on sameness in autism	2026-08-05	cs.LG;q-bio.NC;stat.ML	q-bio.NC	https://arxiv.org/abs/2608.04616			False			False
2608.04635	On the realizability of abstract reaction networks with real molecules and reactions	2026-08-05	q-bio.MN	q-bio.MN	https://arxiv.org/abs/2608.04635			False			False
2608.04770	Poisson Flow and Wasserstein Registration of Trees	2026-08-05	q-bio.TO	q-bio.TO	https://arxiv.org/abs/2608.04770			False			False
2608.04959	Parameter identification for predator-prey system with sparse data	2026-08-05	q-bio.PE;q-bio.QM;stat.ME	q-bio.PE	https://arxiv.org/abs/2608.04959			False			False
2608.05329	Frozen but Not Always Accessible: A Representation Analysis of Genomic Language Models	2026-08-05	q-bio.GN	q-bio.GN	https://arxiv.org/abs/2608.05329			False			False
2608.05345	IL-10 rs1800896 polymorphism predicts biochemical remission in IBD patients undergoing biologic therapy	2026-08-05	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.05345			False			False
2608.05436	The ethics of artificial intelligence in the life sciences: Universality, cultural diversity and an architecture of care	2026-08-05	cs.AI;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05436			False			False
2608.05462	Toward a Dynamical Taxonomy of Insomnia: A Multiaxial Framework for Sleep-State Transitions and Architectural Failure	2026-08-05	physics.bio-ph;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05462			False			False
2608.05464	Effective pruning of task-trained recurrent neural networks using noisy fluctuations and connection rescaling	2026-08-05	cs.LG;cs.NE;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05464			False			False
2608.05329	Frozen but Not Always Accessible: A Representation Analysis of Genomic Language Models	2026-08-05	q-bio.GN	q-bio.GN	https://arxiv.org/abs/2608.05329			False			False
2608.05345	IL-10 rs1800896 polymorphism predicts biochemical remission in IBD patients undergoing biologic therapy	2026-08-05	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.05345			False			False
2608.05436	The ethics of artificial intelligence in the life sciences: Universality, cultural diversity and an architecture of care	2026-08-05	cs.AI;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05436			False			False
2608.05462	Toward a Dynamical Taxonomy of Insomnia: A Multiaxial Framework for Sleep-State Transitions and Architectural Failure	2026-08-05	physics.bio-ph;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05462			False			False
2608.05464	Effective pruning of task-trained recurrent neural networks using noisy fluctuations and connection rescaling	2026-08-05	cs.LG;cs.NE;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.05464			False			False
2608.05352	Joint Spatial and Temporal Generalized Dissimilarity Mixed Modeling (stGDMM) for Beta Diversity	2026-08-05	q-bio.PE;stat.AP;stat.ME	q-bio.PE	https://arxiv.org/abs/2608.05352			False			False
2608.06430	MiGHT-EHR: A Multi-task Graph Transformer for Heterogeneous Temporal Electronic Health Records	2026-08-05	cs.LG;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.06430			False			False
2608.05352	Joint Spatial and Temporal Generalized Dissimilarity Mixed Modeling (stGDMM) for Beta Diversity	2026-08-05	q-bio.PE;stat.AP;stat.ME	q-bio.PE	https://arxiv.org/abs/2608.05352			False			False
2608.06430	MiGHT-EHR: A Multi-task Graph Transformer for Heterogeneous Temporal Electronic Health Records	2026-08-05	cs.LG;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.06430			False			False
2608.07590	Uncertainty-Aware Missing-Data Multimodal Latent for Fetal-Growth Analysis	2026-08-05	q-bio.QM;stat.AP	q-bio.QM	https://arxiv.org/abs/2608.07590			False			False
2608.03000	A Landau-Ginzburg Phenomenology of Sleep-Stage Transitions	2026-08-04	physics.bio-ph;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.03000			False			False
2608.03145	Spatial proteomics guided by H&E-based AI reveals recurrence-risk niches in triple-negative breast cancer	2026-08-04	cs.AI;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.03145			False			False
2608.03181	Persistent homology broadens the controllable subspace in human structural connectomes	2026-08-04	q-bio.NC;q-bio.QM	q-bio.NC	https://arxiv.org/abs/2608.03181			False			False
2608.03364	Stochastic partial differential equation model for environmental DNA dynamics in river environments	2026-08-04	math.PR;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.03364			False			False
2608.03393	Active wetting/de-wetting of focal adhesions on viscoelastic substrates	2026-08-04	physics.soft;q-bio.SC	q-bio.SC	https://arxiv.org/abs/2608.03393			False			False
2608.03541	Synergy and Complementarity: The Generative Basis of Chemical Organizations	2026-08-04	q-bio.MN	q-bio.MN	https://arxiv.org/abs/2608.03541			False			False
2608.03544	Identifiability of phylogenetic networks and quintet concordance factors	2026-08-04	math.AG;q-bio.PE	q-bio.PE	https://arxiv.org/abs/2608.03544			False			False
2608.03604	Population Structures with Positive Feedback and Asymmetric Division	2026-08-04	math.DS;q-bio.CB;q-bio.QM	q-bio.CB	https://arxiv.org/abs/2608.03604			False			False
2608.03887	Omega-S: A Functional Resilience Index for LLM Fine-Tuning	2026-08-04	cs.LG;cs.NE;q-bio.MN	q-bio.MN	https://arxiv.org/abs/2608.03887			False			False
2608.03000	A Landau-Ginzburg Phenomenology of Sleep-Stage Transitions	2026-08-04	physics.bio-ph;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.03000			False			False
2608.03145	Spatial proteomics guided by H&E-based AI reveals recurrence-risk niches in triple-negative breast cancer	2026-08-04	cs.AI;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.03145			False			False
2608.03181	Persistent homology broadens the controllable subspace in human structural connectomes	2026-08-04	q-bio.NC;q-bio.QM	q-bio.NC	https://arxiv.org/abs/2608.03181			False			False
2608.03364	Stochastic partial differential equation model for environmental DNA dynamics in river environments	2026-08-04	math.PR;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.03364			False			False
2608.03393	Active wetting/de-wetting of focal adhesions on viscoelastic substrates	2026-08-04	physics.soft;q-bio.SC	q-bio.SC	https://arxiv.org/abs/2608.03393			False			False
2608.03541	Synergy and Complementarity: The Generative Basis of Chemical Organizations	2026-08-04	q-bio.MN	q-bio.MN	https://arxiv.org/abs/2608.03541			False			False
2608.03544	Identifiability of phylogenetic networks and quintet concordance factors	2026-08-04	math.AG;q-bio.PE	q-bio.PE	https://arxiv.org/abs/2608.03544			False			False
2608.03604	Population Structures with Positive Feedback and Asymmetric Division	2026-08-04	math.DS;q-bio.CB;q-bio.QM	q-bio.CB	https://arxiv.org/abs/2608.03604			False			False
2608.03887	Omega-S: A Functional Resilience Index for LLM Fine-Tuning	2026-08-04	cs.LG;cs.NE;q-bio.MN	q-bio.MN	https://arxiv.org/abs/2608.03887			False			False
2608.04046	The Cost of Binarizing Survival Outcomes in Clinical Prognostic Modeling	2026-08-04	cs.LG;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.04046			False			False
2608.04218	Time^2: A framework for the neural dynamics of visual perception	2026-08-04	q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.04218			False			False
2608.04046	The Cost of Binarizing Survival Outcomes in Clinical Prognostic Modeling	2026-08-04	cs.LG;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.04046			False			False
2608.04218	Time^2: A framework for the neural dynamics of visual perception	2026-08-04	q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.04218			False			False
2608.05196	MS-MLB: An Open Machine Learning Benchmark for Blood-Based MS Classification	2026-08-04	cs.LG;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.05196			False			False
2608.05196	MS-MLB: An Open Machine Learning Benchmark for Blood-Based MS Classification	2026-08-04	cs.LG;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.05196			False			False
2608.03364	Stochastic partial differential equation model for environmental DNA dynamics in river environments	2026-08-04	math.PR;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.03364			False			False
2608.01773	NeuroWorld: A Latent Brain World Model for Stimulus-Conditioned Human Brain Dynamics	2026-08-03	q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.01773			False			False
2608.01947	Divisive Normalization Shapes Low-Rank Slow Manifolds for Continuous Working Memory	2026-08-03	cs.AI;cs.NE;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.01947			False			False
2608.01960	Phylogeny.fr: the phylogenetic platform designed for non-specialists	2026-08-03	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.01960			False			False
2608.02208	Self-supervised DXA representations encode multi-system disease risk, biological aging and heritability	2026-08-03	cs.CV;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.02208			False			False
2608.02465	NeuroInspector: A Local-First Environment for Inspecting and Annotating Hierarchical Neuroscience Datasets	2026-08-03	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.02465			False			False
2608.02562	A curvature-based criterion for harmonic circadian waveforms	2026-08-03	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.02562			False			False
2608.01773	NeuroWorld: A Latent Brain World Model for Stimulus-Conditioned Human Brain Dynamics	2026-08-03	q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.01773			False			False
2608.01947	Divisive Normalization Shapes Low-Rank Slow Manifolds for Continuous Working Memory	2026-08-03	cs.AI;cs.NE;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.01947			False			False
2608.01960	Phylogeny.fr: the phylogenetic platform designed for non-specialists	2026-08-03	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.01960			False			False
2608.02208	Self-supervised DXA representations encode multi-system disease risk, biological aging and heritability	2026-08-03	cs.CV;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.02208			False			False
2608.02465	NeuroInspector: A Local-First Environment for Inspecting and Annotating Hierarchical Neuroscience Datasets	2026-08-03	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.02465			False			False
2608.02562	A curvature-based criterion for harmonic circadian waveforms	2026-08-03	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.02562			False			False
2608.02684	A Blind Spot in Alignment: Quantifying Biosecurity Risks in Large Language Models	2026-08-03	cs.AI;q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.02684			False			False
2608.02704	Predictive Set Theory: A Generative Framework for Cognitive Architecture with Operationalized Core Mechanisms	2026-08-03	cs.AI;cs.LO;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.02704			False			False
2608.02781	A method for comparing inferred evolutionary accumulation dynamics across covariates and model structures	2026-08-03	q-bio.QM;stat.ME	q-bio.QM	https://arxiv.org/abs/2608.02781			False			False
2608.02796	REDE: A Quantitative Framework for Differential-Expression Reproducibility and Diagnostic Transfer Across Nine Cohorts and Three Cancers	2026-08-03	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.02796			False			False
2608.02804	Detecting high-frequency brain disorder signals using dynamic mode decomposition from EEG	2026-08-03	cs.LG;eess.SP;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.02804			False			False
2608.02864	Experimental access to molarity's blind spot in macroscopic assays	2026-08-03	physics.chem-ph;q-bio.BM	q-bio.BM	https://arxiv.org/abs/2608.02864			False			False
2608.02865	A concentration-independent paradigm rendering weak interactions inherently quantifiable	2026-08-03	physics.chem-ph;q-bio.BM	q-bio.BM	https://arxiv.org/abs/2608.02865			False			False
2608.02866	Expanding Protein Structure Prediction into Conformational State Space	2026-08-03	q-bio.BM	q-bio.BM	https://arxiv.org/abs/2608.02866			False			False
2608.02896	Modelling temporal dynamics of suicidal ideation and behaviour across pre- to early adolescence using a Markov framework	2026-08-03	q-bio.NC;stat.AP	q-bio.NC	https://arxiv.org/abs/2608.02896			False			False
2608.02961	Scaling an Autoregressive Transformer for Single-Cell Generation	2026-08-03	cs.AI;cs.LG;q-bio.GN	q-bio.GN	https://arxiv.org/abs/2608.02961			False			False
2608.02704	Predictive Set Theory: A Generative Framework for Cognitive Architecture with Operationalized Core Mechanisms	2026-08-03	cs.AI;cs.LO;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.02704			False			False
2608.02781	A method for comparing inferred evolutionary accumulation dynamics across covariates and model structures	2026-08-03	q-bio.QM;stat.ME	q-bio.QM	https://arxiv.org/abs/2608.02781			False			False
2608.02796	REDE: A Quantitative Framework for Differential-Expression Reproducibility and Diagnostic Transfer Across Nine Cohorts and Three Cancers	2026-08-03	q-bio.QM	q-bio.QM	https://arxiv.org/abs/2608.02796			False			False
2608.02804	Detecting high-frequency brain disorder signals using dynamic mode decomposition from EEG	2026-08-03	cs.LG;eess.SP;q-bio.NC	q-bio.NC	https://arxiv.org/abs/2608.02804			False			False
2608.02864	Experimental access to molarity's blind spot in macroscopic assays	2026-08-03	physics.chem-ph;q-bio.BM	q-bio.BM	https://arxiv.org/abs/2608.02864			False			False
2608.02865	A concentration-independent paradigm rendering weak interactions inherently quantifiable	2026-08-03	physics.chem-ph;q-bio.BM	q-bio.BM	https://arxiv.org/abs/2608.02865			False			False
2608.02866	Expanding Protein Structure Prediction into Conformational State Space	2026-08-03	q-bio.BM	q-bio.BM	https://arxiv.org/abs/2608.02866			False			False
